ids,date,flag,user,text,target
2193552388,Tue Jun 16 08:36:46 PDT 2009,NO_QUERY,ACMCLEMORE,what has happened to the world actually doing chores and nobody told me to do them so proud lol,1
1467890079,Mon Apr 06 22:40:38 PDT 2009,NO_QUERY,BATMANNN,it stillllll has not arrived,0
1467932208,Mon Apr 06 22:52:25 PDT 2009,NO_QUERY,rachelgab,if he does not get better in few days he could have something lodged in his belly,0
1467899025,Mon Apr 06 22:43:06 PDT 2009,NO_QUERY,oup,still sick feeling bit better got some new medicine hope feel good after night of sleep ohh and it suppose to snow wtf,0
2193344031,Tue Jun 16 08:19:48 PDT 2009,NO_QUERY,rabari,watching new zealand getting knocked out fb,1
2193477653,Tue Jun 16 08:30:43 PDT 2009,NO_QUERY,MalindaBlueSky,we are all seekers with goal of joy we undo lifetime of negative conditioning,1
1467995759,Mon Apr 06 23:10:27 PDT 2009,NO_QUERY,lawschoolninja,so sorry to hear about your dog,0
2193429020,Tue Jun 16 08:26:48 PDT 2009,NO_QUERY,flicksandfood,yes went back and got the margarita pizza italian sausage with onions both pizzas made before my eyes,1
2193526047,Tue Jun 16 08:34:38 PDT 2009,NO_QUERY,ssemilyss,turns out the ppl in aspen totes in the know re veganism cuz they see so many vegan tourists will not have any trouble while there,1
2193551788,Tue Jun 16 08:36:44 PDT 2009,NO_QUERY,annamadeleine,that polite version only heard look much better on my bedroom floor how nice that you would hang it up for her,1
2193526755,Tue Jun 16 08:34:41 PDT 2009,NO_QUERY,faceman101,pm myself and doozie your email address dude,1
2193370424,Tue Jun 16 08:21:57 PDT 2009,NO_QUERY,JohnWeston,sorting out my youngest daughter party invitations on the laptop mickey mouse for the boys and minnie for the girls,1
2193476271,Tue Jun 16 08:30:36 PDT 2009,NO_QUERY,ashleydeekeen,listening to linesvinesandtryingtimes right now,1
1468042240,Mon Apr 06 23:24:37 PDT 2009,NO_QUERY,HannahLins,she admitted to being fake,0
2193401164,Tue Jun 16 08:24:31 PDT 2009,NO_QUERY,IsaacLau86,dinner at subway with peizhi and happily went for meeting as felt satisfaction with something to submit,1
1467926632,Mon Apr 06 22:50:51 PDT 2009,NO_QUERY,kailashvasupati,dammit episode of kings will not play for some reason stopped in the middle now will not do anything,0
1467970917,Mon Apr 06 23:03:16 PDT 2009,NO_QUERY,lene,photoshop hate it when you crash,0
2193453703,Tue Jun 16 08:28:48 PDT 2009,NO_QUERY,deesiree,summeeeeeeer lines vines trying times is mine since last friday,1
1467960840,Mon Apr 06 23:00:31 PDT 2009,NO_QUERY,mickeyness,my english professor would be ashamed,0
1467837762,Mon Apr 06 22:26:48 PDT 2009,NO_QUERY,Dogbook,emily will be glad when mommy is done training at her new job she misses her,0
1467879314,Mon Apr 06 22:37:46 PDT 2009,NO_QUERY,sarochka,aaaaand the nausea is back,0
1467935345,Mon Apr 06 22:53:18 PDT 2009,NO_QUERY,mmmelissa,has huuuge headache omg feel like crap,0
1467994519,Mon Apr 06 23:10:06 PDT 2009,NO_QUERY,cartrouble,superneej morning bah car will not start waiting for the anwb,0
1467937189,Mon Apr 06 22:53:52 PDT 2009,NO_QUERY,bitchville,just got my presentation done slides done crying for this week will be the hardest of all weeks,0
2193371782,Tue Jun 16 08:22:03 PDT 2009,NO_QUERY,norainplease,glastowc glasto twitterbury with one week to go until the glasto world cup great effort people and thanks to all that donated,1
2193427904,Tue Jun 16 08:26:43 PDT 2009,NO_QUERY,Marcelz,was denn sims,1
1467818007,Mon Apr 06 22:21:39 PDT 2009,NO_QUERY,Anthony_Nguyen,bed class work gym or then class another day that gonna fly by miss my girlfriend,0
1467873980,Mon Apr 06 22:36:19 PDT 2009,NO_QUERY,gregcronin,missed brent at praise band no fun to not have the your lead guitarist pout,0
2193502663,Tue Jun 16 08:32:43 PDT 2009,NO_QUERY,Kelstena,eh already told him the deal if he follows me ll follow him simple as,1
2193528059,Tue Jun 16 08:34:48 PDT 2009,NO_QUERY,sleonowendc,erm sorry to burst your bubble but soccer has also ended unless wanna watch world cup qualifying haha,1
2193526924,Tue Jun 16 08:34:42 PDT 2009,NO_QUERY,CATTSKI,yes the rd want copy,1
2193550849,Tue Jun 16 08:36:39 PDT 2009,NO_QUERY,bigenya,thank you owe you my sanity tonight,1
2193526951,Tue Jun 16 08:34:42 PDT 2009,NO_QUERY,tigertuft,digitalbritain on page and bored already mind you nothing can hold my attention these days,1
2193427181,Tue Jun 16 08:26:39 PDT 2009,NO_QUERY,yasminexO,mr president is geeee im off to take my history regents wish me luck and ill love you forever,1
2193474670,Tue Jun 16 08:30:28 PDT 2009,NO_QUERY,jaclynrandolph,booked flight with for th of july weekend to go back to the wv,1
2193342693,Tue Jun 16 08:19:42 PDT 2009,NO_QUERY,SBlyahoff,doing some major coffee,1
1467929809,Mon Apr 06 22:51:44 PDT 2009,NO_QUERY,linnix,wow that last tweet made me seem like giant sexist sorry about that,0
2193553725,Tue Jun 16 08:36:53 PDT 2009,NO_QUERY,lilmisssnarky,ya got something against baseball,1
2193345420,Tue Jun 16 08:19:55 PDT 2009,NO_QUERY,Skinny_Scoopers,these are all such cool people that we ve been thrilled to bring we can wait for you to see what in store next,1
2193602129,Tue Jun 16 08:40:50 PDT 2009,NO_QUERY,RyanTrevMorris,happy charitytuesday,1
1467893504,Mon Apr 06 22:41:33 PDT 2009,NO_QUERY,cday88,have to fill two hours,0
1467927987,Mon Apr 06 22:51:13 PDT 2009,NO_QUERY,FuhQ,car show season has started without me,0
1467918015,Mon Apr 06 22:48:23 PDT 2009,NO_QUERY,Kayla_Ann09,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to,0
1468034773,Mon Apr 06 23:22:12 PDT 2009,NO_QUERY,sweetkarekare,omg the hills then love money aww think becky buckwild goes,0
1467908672,Mon Apr 06 22:45:44 PDT 2009,NO_QUERY,collegepolitico,man intervention is soo sad,0
2193322077,Tue Jun 16 08:17:58 PDT 2009,NO_QUERY,NaomiKristene,love it great movie,1
2193321310,Tue Jun 16 08:17:55 PDT 2009,NO_QUERY,desha88,trying to recover from my adventures with vodka and wii tennis good times,1
2193371166,Tue Jun 16 08:22:00 PDT 2009,NO_QUERY,DirtyBitch16,just watched what happens in vegas it was pretty suweet,1
1467911036,Mon Apr 06 22:46:24 PDT 2009,NO_QUERY,marodi,tried tweetdeck once and hated it with passion or it hated me not sure,0
1467923445,Mon Apr 06 22:49:58 PDT 2009,NO_QUERY,bnycastro,it ll take days for my sister to get her passport,0
1467842832,Mon Apr 06 22:28:11 PDT 2009,NO_QUERY,varunkumar,and india missed out its th test victory th consecutive win without loss,0
2193342756,Tue Jun 16 08:19:42 PDT 2009,NO_QUERY,DarwynXRivver,ahh back from school only week and days left of that place,1
2193452585,Tue Jun 16 08:28:43 PDT 2009,NO_QUERY,thembubble,trying to find better video editing program than the one have now anyone knows about free download to pc,1
2193371803,Tue Jun 16 08:22:03 PDT 2009,NO_QUERY,twario,here it is the oxid commons program oxcom looking forward to meet you via,1
1467872355,Mon Apr 06 22:35:52 PDT 2009,NO_QUERY,bigwillthechamp,restaurant called woodntap has competitive eating tourney round tourney time we place nd,0
2193474412,Tue Jun 16 08:30:27 PDT 2009,NO_QUERY,XPabliX,happy birthday,1
1467844157,Mon Apr 06 22:28:32 PDT 2009,NO_QUERY,AKyarnie,that is lame,0
2193577328,Tue Jun 16 08:38:50 PDT 2009,NO_QUERY,xSandraaaaaa,finding out what this is,1
2193551685,Tue Jun 16 08:36:43 PDT 2009,NO_QUERY,Multicoloured,like poison ivy the best,1
2193374486,Tue Jun 16 08:22:17 PDT 2009,NO_QUERY,TBoard,thanks you are very kind had wonderful time,1
2193346192,Tue Jun 16 08:19:59 PDT 2009,NO_QUERY,Kissady,finally on the way out of office,1
1467932549,Mon Apr 06 22:52:31 PDT 2009,NO_QUERY,erynfreakincody,wanna sneak into the zoo and play with the kitties,0
1467900244,Mon Apr 06 22:43:26 PDT 2009,NO_QUERY,Mowgli3,love you buck,0
2193370083,Tue Jun 16 08:21:55 PDT 2009,NO_QUERY,Taytay167,lvatt is just amazing omg it is absolutely incredible powerful beautiful and they definately worked hard well done boys,1
2193450523,Tue Jun 16 08:28:33 PDT 2009,NO_QUERY,CoachChic,sorry ve been away moving my office crosstown back now though and raring to go,1
2193345135,Tue Jun 16 08:19:54 PDT 2009,NO_QUERY,markmcspadden,hope the two are not mutually exclusive,1
1468036076,Mon Apr 06 23:22:36 PDT 2009,NO_QUERY,Podpodley,off to london for the day on thursday it gonna be raining oh fab will not see much on the london eye still robbie will not care bless him,0
2193450988,Tue Jun 16 08:28:35 PDT 2009,NO_QUERY,GGGKeri,exactly,1
1467844540,Mon Apr 06 22:28:38 PDT 2009,NO_QUERY,ceironous,heroes just is not doing it for me this season,0
1467996032,Mon Apr 06 23:10:32 PDT 2009,NO_QUERY,BkBap,funny how the little things make me homesick criminals breakn brownstone on lawnord ci made me misty,0
1467992207,Mon Apr 06 23:09:26 PDT 2009,NO_QUERY,Huddy1124,hate converting movies just to put em on my itouch,0
2193474627,Tue Jun 16 08:30:28 PDT 2009,NO_QUERY,HollyEgg,sheesh that lot of money you ve reminded me to put my stuff away and keep it nice,1
1467954070,Mon Apr 06 22:58:42 PDT 2009,NO_QUERY,MickyFin,got it sadly only works for uk us at the moment,0
2193426890,Tue Jun 16 08:26:37 PDT 2009,NO_QUERY,Atreus,cool even just knowing it coming at some point is nice once that available do not think ll have any more nitpicks,1
1467928676,Mon Apr 06 22:51:25 PDT 2009,NO_QUERY,latoyanlegania,glad was able help you feel better hate to see you sick love you,0
2193528475,Tue Jun 16 08:34:50 PDT 2009,NO_QUERY,Shash,you betcha,1
2193578395,Tue Jun 16 08:38:55 PDT 2009,NO_QUERY,LaurenMoo10,second that,1
2193503347,Tue Jun 16 08:32:47 PDT 2009,NO_QUERY,ShaneLemmon,goodmorning,1
1468053198,Mon Apr 06 23:28:02 PDT 2009,NO_QUERY,grinc,reading buyology before bedtime great premise but only turning out to be an ok book lots of info already knew,0
2193476100,Tue Jun 16 08:30:35 PDT 2009,NO_QUERY,LyssaBrooke,thanks,1
2193371883,Tue Jun 16 08:22:04 PDT 2009,NO_QUERY,trevypoos,always worth remembering that,1
2193451755,Tue Jun 16 08:28:39 PDT 2009,NO_QUERY,iloveacuppatea,ther are indeed love west coast friendship you,1
2193426650,Tue Jun 16 08:26:37 PDT 2009,NO_QUERY,LucasSchmitt,that sucks guess you have to be little electric the whole day then you will be tired at night and able to sleep,1
1467962671,Mon Apr 06 23:01:01 PDT 2009,NO_QUERY,Bi0hazard2886,can not take this heat it like an oven in here feel sick nwo,0
1467944317,Mon Apr 06 22:55:54 PDT 2009,NO_QUERY,veronica78,think lost the net sure hope not,0
2193527949,Tue Jun 16 08:34:47 PDT 2009,NO_QUERY,Diana54x,had good work out day today,1
2193428118,Tue Jun 16 08:26:44 PDT 2009,NO_QUERY,bubbles00,finally finished typing woohoooo still need to add graphs though,1
1467969172,Mon Apr 06 23:02:48 PDT 2009,NO_QUERY,fishliver,need to go to the bank tomorrow before go broke,0
1467822389,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,HybridMink,have sad feeling that dallas is not going to show up gotta say though you think more shows would use music from the game mmm,0
2193529779,Tue Jun 16 08:34:56 PDT 2009,NO_QUERY,maeubhminor,woooo elliot minor in days and got my em hoodie today tired and sick so it was good cheer myself up thing,1
1467987971,Mon Apr 06 23:08:12 PDT 2009,NO_QUERY,txcranberry,did you see donnie tweet stats almost replies and no jrk,0
2193320305,Tue Jun 16 08:17:50 PDT 2009,NO_QUERY,Kendallkelley1,got my phone back,1
2193502945,Tue Jun 16 08:32:45 PDT 2009,NO_QUERY,miss_magenta,got back last german exam for this year which is awesome btw,1
1467910531,Mon Apr 06 22:46:14 PDT 2009,NO_QUERY,InaVill,want the new gg episode already,0
1467890723,Mon Apr 06 22:40:48 PDT 2009,NO_QUERY,Arneenxx,is terrified she accidentally deleted reference in her management assignment and hopes she doesnt get in trouble when she gets back,0
1468000996,Mon Apr 06 23:11:56 PDT 2009,NO_QUERY,sambg7777,this computer does not have shockwave blah no account yet,0
1467872309,Mon Apr 06 22:35:51 PDT 2009,NO_QUERY,dossy,think need to find better anti depressants think this paxil wellbutrin combo is losing its efficacy,0
1467881457,Mon Apr 06 22:38:20 PDT 2009,NO_QUERY,kortt,sooo sick of the snow ughh,0
2193475059,Tue Jun 16 08:30:30 PDT 2009,NO_QUERY,clo_clubland,drinkin coke,1
2193477060,Tue Jun 16 08:30:40 PDT 2009,NO_QUERY,hanna_lourenco,your brazilian fans are supporting you,1
1467944871,Mon Apr 06 22:56:03 PDT 2009,NO_QUERY,MrOtsKrad,unlike my sister still do not have one,0
2193453100,Tue Jun 16 08:28:45 PDT 2009,NO_QUERY,jgunzz,why do not we name tomorrow the official los angelenos call in sick day skip work and go to lakers parade day,1
2193476166,Tue Jun 16 08:30:32 PDT 2009,NO_QUERY,3nalicious,lol thats why me and are friends lol we met on bebo almost year ago bff since,1
2193344117,Tue Jun 16 08:19:49 PDT 2009,NO_QUERY,jclifton,switched fr at to sprint ystrday soooo worth it same blckbrry but get much more faster sprint and it lot cheaper score,1
1467971977,Mon Apr 06 23:03:34 PDT 2009,NO_QUERY,LFTA,listening to murd and th wonder just chillen out missing my crazy sex life,0
2193454509,Tue Jun 16 08:28:52 PDT 2009,NO_QUERY,BunnyPrincesse,nice to see your eyes,1
2193451219,Tue Jun 16 08:28:36 PDT 2009,NO_QUERY,MoonLoh,is mompreneur any moms in biz come join the featured mompreneur invitation here,1
2193553366,Tue Jun 16 08:36:51 PDT 2009,NO_QUERY,AnnieR,saw that approved re bike after years of being exceedingly bike unfriendly we are changin,1
1467981695,Mon Apr 06 23:06:23 PDT 2009,NO_QUERY,giselle88,dont want to believe what im reading buu so sad,0
2193551078,Tue Jun 16 08:36:40 PDT 2009,NO_QUERY,dancingcutie545,am planning with friends to go to the mall hope we can do it,1
2193453527,Tue Jun 16 08:28:47 PDT 2009,NO_QUERY,situsinversvs,visabeira rulzzzzz,1
1468052499,Mon Apr 06 23:27:48 PDT 2009,NO_QUERY,ylizabeth,can not concentrate,0
2193452374,Tue Jun 16 08:28:42 PDT 2009,NO_QUERY,MrsMinnig,ricky you ve made it,1
2193574986,Tue Jun 16 08:38:38 PDT 2009,NO_QUERY,xxiolla1,yeah what about remotes for your car could not find mine and did not know how was gonna get in my car with your keys dumbass,1
1467930699,Mon Apr 06 22:51:59 PDT 2009,NO_QUERY,glorysevenfold,do not have garage but you can park in my driveway,0
1467909124,Mon Apr 06 22:45:51 PDT 2009,NO_QUERY,SuperSteff,saw an ad on craigslist for casting call for female host on was totally psyched but realized it was hoax,0
1468021699,Mon Apr 06 23:18:07 PDT 2009,NO_QUERY,coletje1,making myself ready for school do not feel like going but have two tests,0
2193475600,Tue Jun 16 08:30:33 PDT 2009,NO_QUERY,johnbertr,there this brilliant add on for firefox called read later makes you tag site that can read later semi bookmark,1
1467948169,Mon Apr 06 22:57:01 PDT 2009,NO_QUERY,BellaTanner,ill so cant go to the cinema,0
1467814192,Mon Apr 06 22:20:41 PDT 2009,NO_QUERY,Ljelli3166,blagh class at tomorrow,0
2193371582,Tue Jun 16 08:22:02 PDT 2009,NO_QUERY,madison50364,keep it real,1
1467914434,Mon Apr 06 22:47:22 PDT 2009,NO_QUERY,anaxxx04,hey you just changed your default,0
2193403877,Tue Jun 16 08:24:44 PDT 2009,NO_QUERY,crispycream978,hey were back pcmag radio live,1
2193601991,Tue Jun 16 08:40:49 PDT 2009,NO_QUERY,bpbabe,are you ready for your mojo makeover ask me for details,1
2193428212,Tue Jun 16 08:26:44 PDT 2009,NO_QUERY,cathy8118,just had luna bar,1
2193579191,Tue Jun 16 08:38:59 PDT 2009,NO_QUERY,tellman,ha good job that right we gotta throw that bigrun tag everywhere wanna get it trending before start,1
1467812579,Mon Apr 06 22:20:17 PDT 2009,NO_QUERY,pardonlauren,just re pierced my ears,0
2193527664,Tue Jun 16 08:34:46 PDT 2009,NO_QUERY,shynquietshadow,enjoyinglake tahoe my redhead,1
1467816749,Mon Apr 06 22:21:20 PDT 2009,NO_QUERY,scarletletterm,ok sick and spent an hour sitting in the shower cause was too sick to stand and held back the puke like champ bed now,0
1467997236,Mon Apr 06 23:10:55 PDT 2009,NO_QUERY,alyssaisrad916,updatingffe that gives me nothing to do for good twenty minutes,0
2193453573,Tue Jun 16 08:28:48 PDT 2009,NO_QUERY,RobNice24,,1
1468010664,Mon Apr 06 23:14:49 PDT 2009,NO_QUERY,katdogs,aw wish could can not really speak to my yia yia because she does not speak english,0
1468031217,Mon Apr 06 23:21:03 PDT 2009,NO_QUERY,Jallenwhit,essay time,0
2193373343,Tue Jun 16 08:22:11 PDT 2009,NO_QUERY,espanto107,nariz pooped outside today friends first time in two weeks he been going in his crate til this morning great progress,1
1467962336,Mon Apr 06 23:00:55 PDT 2009,NO_QUERY,umfoo,my heart is broken every morning dropping foo at pre school now understand when moms say he has my heart broken,0
1467813137,Mon Apr 06 22:20:25 PDT 2009,NO_QUERY,armotley,about to file taxes,0
1467914916,Mon Apr 06 22:47:28 PDT 2009,NO_QUERY,silverytides,if oooonly we were really so lucky eh and awh definitely too early for work,0
2193503503,Tue Jun 16 08:32:48 PDT 2009,NO_QUERY,oscarbarber,ara que ets tot un pirata thepiratebay navegant per twitter mola,1
1467852067,Mon Apr 06 22:30:34 PDT 2009,NO_QUERY,kirstenj0y,getting eyebrows waxed more pain,0
2193477469,Tue Jun 16 08:30:42 PDT 2009,NO_QUERY,lauramccarthy1,right now in the david lloyd he is everywere,1
1467888953,Mon Apr 06 22:40:20 PDT 2009,NO_QUERY,stefanip,here friend and love you,0
2193401537,Tue Jun 16 08:24:34 PDT 2009,NO_QUERY,Candice_Breanne,sitting outside enjoying the sun,1
2193504463,Tue Jun 16 08:32:53 PDT 2009,NO_QUERY,Fornale,so love your dog he she is so cute,1
2193374932,Tue Jun 16 08:22:19 PDT 2009,NO_QUERY,gamedevftw,happy birthday to hope it good one,1
2193344265,Tue Jun 16 08:19:50 PDT 2009,NO_QUERY,sanityknit,please text and tell me how things are going miss you guys having fun here nice weather good food,1
2193320901,Tue Jun 16 08:17:53 PDT 2009,NO_QUERY,tiarala,it blaqk audio waves at day today methinks so exciting that they re working on new material,1
2193575236,Tue Jun 16 08:38:39 PDT 2009,NO_QUERY,drjan,my cluster is back and happy man,1
1468046904,Mon Apr 06 23:26:04 PDT 2009,NO_QUERY,liamkeaton,another early morn with the duchess although she had not managed to cross her legs this time,0
1468003025,Mon Apr 06 23:12:31 PDT 2009,NO_QUERY,pinkflamingo9,miss being at home for calving season sad that black one died this morning wish had some bottle calves,0
2193453523,Tue Jun 16 08:28:47 PDT 2009,NO_QUERY,eunique84,yeah thats what was gonna say great song dont think can ever get tired of it didnt but do now,1
1468044846,Mon Apr 06 23:25:23 PDT 2009,NO_QUERY,CristaltheGreat,you re stranger,0
1468012742,Mon Apr 06 23:15:25 PDT 2009,NO_QUERY,awesome_jordy,being bored at homee,0
2193501371,Tue Jun 16 08:32:37 PDT 2009,NO_QUERY,Vikkikidd,admire my mum most cheesy know but she given up alot for me to have better life,1
1467880442,Mon Apr 06 22:38:04 PDT 2009,NO_QUERY,iCalvin,have not tweeted nearly all day posted my website tonight hopefully that goes well night time,0
1467949681,Mon Apr 06 22:57:27 PDT 2009,NO_QUERY,harishanker,know exactly how you feel,0
2193428155,Tue Jun 16 08:26:44 PDT 2009,NO_QUERY,sissybrandie,chillaxin and not really liking the extremely hot weather is it really necessary for it to be degrees in june think not lol,1
1467815753,Mon Apr 06 22:21:04 PDT 2009,NO_QUERY,BaptisteTheFool,meh almost lover is the exception this track gets me depressed every time,0
1467984655,Mon Apr 06 23:07:14 PDT 2009,NO_QUERY,dreaaa,do not like that they only had him in the first movie cillian murphy is hot,0
1467834053,Mon Apr 06 22:25:52 PDT 2009,NO_QUERY,thelazyboy,sleep soon just hate saying bye and see you tomorrow for the night,0
2193370464,Tue Jun 16 08:21:57 PDT 2009,NO_QUERY,Sion71,one of my all time favourite video always makes me smile,1
1467961146,Mon Apr 06 23:00:36 PDT 2009,NO_QUERY,teefaKNEEx,lauren is being stubborn she loves you you love her feel so bad for you though it made me cry lol,0
1467837470,Mon Apr 06 22:26:43 PDT 2009,NO_QUERY,annette414,watching house,0
1467878971,Mon Apr 06 22:37:41 PDT 2009,NO_QUERY,godzgurl,gr my face is very itchy,0
1468031438,Mon Apr 06 23:21:07 PDT 2009,NO_QUERY,sunshinegarma,hey did talk to mom they home yet hope they ok wish was coming home easter,0
2193525497,Tue Jun 16 08:34:35 PDT 2009,NO_QUERY,ilymybff,lol im listen knock you down by keri hilson,1
2193478306,Tue Jun 16 08:30:46 PDT 2009,NO_QUERY,loyalwolf06,is so excited for the fray concert today also wishing her baby good luck on her interview today,1
1467839586,Mon Apr 06 22:27:18 PDT 2009,NO_QUERY,sonyolmos,aaw miss ya all too im leaving to bh tomorrow morning think aww wanna go to the beach girls,0
2193503297,Tue Jun 16 08:32:47 PDT 2009,NO_QUERY,peachtweet,yesterday my house smelt like that really cool smell get at the pool of the chlorinated water today it smells like french fries lol,1
2193374610,Tue Jun 16 08:22:18 PDT 2009,NO_QUERY,kenarmstrong1,no anonymous,1
2193578758,Tue Jun 16 08:38:57 PDT 2009,NO_QUERY,xoAurixo,theri tomorrow drinking coffee talking about our most important and favourite issue you know what mean,1
2193400924,Tue Jun 16 08:24:29 PDT 2009,NO_QUERY,MelBala,sepp blatter was here at the sabc on an official visit thats as close as could get,1
2193451289,Tue Jun 16 08:28:37 PDT 2009,NO_QUERY,faiznurdavid,see tweet to join us really cant so if thurs when where,1
1467873467,Mon Apr 06 22:36:10 PDT 2009,NO_QUERY,meganminesinger,monkeys just found out you my twin and you wont even write back heartbroken,0
1468051150,Mon Apr 06 23:27:22 PDT 2009,NO_QUERY,RavenSu,rt khloe just got fired from the apprentice,0
2193345339,Tue Jun 16 08:19:56 PDT 2009,NO_QUERY,spacegrace19,helllllo twitter iremember playing haveyouever follow ed conf,1
1467928490,Mon Apr 06 22:51:24 PDT 2009,NO_QUERY,JRDM,twilight did not come yesterday fingers crossed for today,0
2193372460,Tue Jun 16 08:22:07 PDT 2009,NO_QUERY,favier,not so addicted to coffee anymore drinking like of water just now,1
1467871754,Mon Apr 06 22:35:43 PDT 2009,NO_QUERY,sarahdesjardins,shooting outside my house not kidding so scared,0
2193525714,Tue Jun 16 08:34:36 PDT 2009,NO_QUERY,EmilyatMeritain,see you there,1
2193501087,Tue Jun 16 08:32:36 PDT 2009,NO_QUERY,CoachChic,kim finally back from the awful task of moving my office crosstown now owe ya one for the ff thanks,1
1467862411,Mon Apr 06 22:33:16 PDT 2009,NO_QUERY,stephaniekmusic,hate to see the spartans so sad,0
2193429329,Tue Jun 16 08:26:50 PDT 2009,NO_QUERY,amordejesus,so excited for today get to see courtney my bible study starts and afw starts ve missed my girls,1
1468055262,Mon Apr 06 23:28:39 PDT 2009,NO_QUERY,LarryEisner,thanks man so very grateful feel unworthy of such attention though because in this because of myself,0
1467898078,Mon Apr 06 22:42:49 PDT 2009,NO_QUERY,paulmoreton1978,swear no matter how long ve been getting up at am it never gets any easier man my eyes hurts wah,0
2193552976,Tue Jun 16 08:36:49 PDT 2009,NO_QUERY,PonteStudios,thanks alan need all the fundraising support can get for my documentary plus the shirts are cool too,1
1467978846,Mon Apr 06 23:05:33 PDT 2009,NO_QUERY,smeykunz,did get some disgruntled people when wrote my esn but the hits in one day made up for it bill pulls in tops,0
1467872218,Mon Apr 06 22:35:50 PDT 2009,NO_QUERY,Loreinski,might be getting sore throat again,0
2193525947,Tue Jun 16 08:34:37 PDT 2009,NO_QUERY,cecilioooo,gara mau bikin bunga laptop gw mati pettth udh minta istirahat doi usahlah brkebun mlm tomorrow coraline night night everybody,1
2193402223,Tue Jun 16 08:24:36 PDT 2009,NO_QUERY,ariellefoo,audio xyou from xyou tumblr com,1
1468036579,Mon Apr 06 23:22:46 PDT 2009,NO_QUERY,ChelsiMarie,sayyyy whaaaa was not invited,0
2193429153,Tue Jun 16 08:26:49 PDT 2009,NO_QUERY,erikalanzer19,really love starlight but lot of their stuff is amazing,1
2193503733,Tue Jun 16 08:32:49 PDT 2009,NO_QUERY,ehibbs,drinking my foldgers and watching the news may chill out by the pool later,1
1467892760,Mon Apr 06 22:41:20 PDT 2009,NO_QUERY,voguea,playing game at home my new boss did not call me yet,0
2193451684,Tue Jun 16 08:28:38 PDT 2009,NO_QUERY,HimOverThere,haha that picture is my favourite one of yours,1
1467833799,Mon Apr 06 22:25:46 PDT 2009,NO_QUERY,kaelaaa,think my arms are sore from tennis,0
1467999887,Mon Apr 06 23:11:36 PDT 2009,NO_QUERY,tmgeary,it going to be long year for fans,0
1467825084,Mon Apr 06 22:23:30 PDT 2009,NO_QUERY,PresidentSnow,agreed saw the failwhale allllll day today,0
1467969001,Mon Apr 06 23:02:45 PDT 2009,NO_QUERY,Trissies,wants to cry,0
2193502743,Tue Jun 16 08:32:44 PDT 2009,NO_QUERY,Ritter33,rain is good,1
2193474516,Tue Jun 16 08:30:28 PDT 2009,NO_QUERY,clingermangw,have sons old enough to play games so fan of any game can play with them on the,1
1468050670,Mon Apr 06 23:27:16 PDT 2009,NO_QUERY,cartimandua77,brilliant idea just bring as much as you think you ll spend ll swap you bring brolly,0
2193578170,Tue Jun 16 08:38:54 PDT 2009,NO_QUERY,bobzipp,you re the undisputed authority on the topic goog recognizes,1
2193474971,Tue Jun 16 08:30:30 PDT 2009,NO_QUERY,CarolinaSerena,emilyosment hope you win love ya,1
1467932979,Mon Apr 06 22:52:38 PDT 2009,NO_QUERY,xkhaotik,oh no hope you re not getting sick too,0
2193474820,Tue Jun 16 08:30:29 PDT 2009,NO_QUERY,TheEdgeOkc,hahaha yeah small dogs small messes although he always been great and never made mess unless he sick or something,1
2193528575,Tue Jun 16 08:34:50 PDT 2009,NO_QUERY,josefdielle,walk to remember super junior probably the best fanmade video ve seen so far,1
1467872940,Mon Apr 06 22:36:02 PDT 2009,NO_QUERY,sdcoyle,bad day at the betfair office,0
1468051256,Mon Apr 06 23:27:27 PDT 2009,NO_QUERY,exortabreedoll,in biology class my lip hurts,0
2193453445,Tue Jun 16 08:28:47 PDT 2009,NO_QUERY,camilamariotto,happy birthday alice,1
2193427831,Tue Jun 16 08:26:42 PDT 2009,NO_QUERY,ofzer,btw good music these guys rocks,1
2193453305,Tue Jun 16 08:28:46 PDT 2009,NO_QUERY,zephyrLove,getting dressed getting out much to do before tomorrow excited for my hubby bday woohoo,1
2193529287,Tue Jun 16 08:34:54 PDT 2009,NO_QUERY,MollyTinks,your lips my ass they should meet,1
1467824199,Mon Apr 06 22:23:15 PDT 2009,NO_QUERY,adri_mane,too bad will not be around lost my job and can not even pay my phone bill lmao aw shucks,0
2193404453,Tue Jun 16 08:24:47 PDT 2009,NO_QUERY,ttnuocca,guy on the streets of balt playing his trumpet liked it when he missed the high notes but kept up the act straining leaning into the note,1
1467863072,Mon Apr 06 22:33:25 PDT 2009,NO_QUERY,Artiel87,,0
1467917499,Mon Apr 06 22:48:14 PDT 2009,NO_QUERY,VictoriaBahar,jeez was just trying to help haha,0
1467990530,Mon Apr 06 23:08:57 PDT 2009,NO_QUERY,patrogersisgod,doing the time warp without you and am sad,0
2193501752,Tue Jun 16 08:32:39 PDT 2009,NO_QUERY,nisaho,hehe now do,1
1468032869,Mon Apr 06 23:21:35 PDT 2009,NO_QUERY,urbanrocker,feel like shit this is not the way want to spend my birthday eve,0
2193529495,Tue Jun 16 08:34:55 PDT 2009,NO_QUERY,kimberlyramos,you know what guys dont charge him for the crime guess hahaha love the jb cd,1
